date,commodity,spot_price,future_price_3m,year,month,day_of_year,quarter,spot_future_spread,spot_future_spread_pct
2021-01-01,Corn_BMF,3.5,3.6221477617466373,2021,1,1,1,0.12214776174663733,3.489936049903924
2021-01-02,Corn_BMF,3.5583091369318103,3.7108635465236146,2021,1,2,1,0.15255440959180433,4.287272514027435
2021-01-03,Corn_BMF,3.573228916963191,3.749879188987259,2021,1,3,1,0.17665027202406813,4.943715505756047
2021-01-04,Corn_BMF,3.6768296336487585,3.8019051071429257,2021,1,4,1,0.12507547349416726,3.4017206658021486
2021-01-05,Corn_BMF,3.7276943803135287,3.844417156589038,2021,1,5,1,0.11672277627550942,3.131232455427103
2021-01-06,Corn_BMF,3.6463483766062494,3.8145712064626003,2021,1,6,1,0.16822282985635084,4.613460165671833
2021-01-07,Corn_BMF,3.7520570677739604,3.900919785868146,2021,1,7,1,0.14886271809418572,3.9674961069423116
2021-01-08,Corn_BMF,3.792828148502892,3.976040641441618,2021,1,8,1,0.183212492938726,4.830498133985948
2021-01-09,Corn_BMF,3.9267358735826523,4.048237044406602,2021,1,9,1,0.12150117082394996,3.0942027866288706
2021-01-10,Corn_BMF,4.165905587235378,4.2584120651091375,2021,1,10,1,0.09250647787375943,2.2205610745765734
2021-01-11,Corn_BMF,4.1919904092511056,4.337326545630074,2021,1,11,1,0.14533613637896803,3.4669959181736814
2021-01-12,Corn_BMF,4.147919563560116,4.282048656296964,2021,1,12,1,0.13412909273684814,3.2336473907349963
2021-01-13,Corn_BMF,4.146550478798316,4.309145497169482,2021,1,13,1,0.16259501837116552,3.9212115999197024
2021-01-14,Corn_BMF,4.308531936917308,4.453434534948431,2021,1,14,1,0.14490259803112338,3.3631547857296162
2021-01-15,Corn_BMF,4.4807679678523495,4.693201936758284,2021,1,15,1,0.21243396890593402,4.741016951336459
2021-01-16,Corn_BMF,4.677419764169076,4.851038557410783,2021,1,16,1,0.17361879324170726,3.711849737577485
2021-01-17,Corn_BMF,4.749098928233024,4.94620906817088,2021,1,17,1,0.1971101399378563,4.150474498773901
2021-01-18,Corn_BMF,4.89689523034281,5.100490238730189,2021,1,18,1,0.20359500838737876,4.15763455844094
2021-01-19,Corn_BMF,5.042535421212438,5.254067517651277,2021,1,19,1,0.2115320964388392,4.194955092412181
2021-01-20,Corn_BMF,5.410801127341291,5.625927594254427,2021,1,20,1,0.2151264669131363,3.975870889545023
2021-01-21,Corn_BMF,5.509477847616589,5.757988393449186,2021,1,21,1,0.24851054583259735,4.5106006904103175
2021-01-22,Corn_BMF,5.599548226643079,5.778977062772465,2021,1,22,1,0.17942883612938587,3.2043448661741984
2021-01-23,Corn_BMF,5.721888478822903,6.03083715109161,2021,1,23,1,0.30894867226870737,5.39941792665389
2021-01-24,Corn_BMF,6.1100063383905745,6.3399541428097175,2021,1,24,1,0.22994780441914298,3.7634626166314766
2021-01-25,Corn_BMF,6.485867748351054,6.660237115746349,2021,1,25,1,0.17436936739529507,2.6884508621013152
2021-01-26,Corn_BMF,6.510172041856963,6.7828228226363025,2021,1,26,1,0.27265078077933946,4.188073356991784
2021-01-27,Corn_BMF,6.5352005374268645,6.740982207460559,2021,1,27,1,0.2057816700336943,3.1488195175525204
2021-01-28,Corn_BMF,6.89170857081357,7.213229830785444,2021,1,28,1,0.321521259971874,4.665334534508882
2021-01-29,Corn_BMF,7.182693254698763,7.628710175552557,2021,1,29,1,0.4460169208537943,6.20960557604238
2021-01-30,Corn_BMF,7.12654171229564,7.355547992585318,2021,1,30,1,0.22900628028967862,3.213427908442142
2021-01-31,Corn_BMF,7.206431998382513,7.5186414644930375,2021,1,31,1,0.3122094661105246,4.332372333223988
2021-02-01,Corn_BMF,7.551725342639648,7.72122339591157,2021,2,32,1,0.1694980532719228,2.244494411295367
2021-02-02,Corn_BMF,9.571787355735898,9.998105693324026,2021,2,33,1,0.4263183375881283,4.453905229441363
2021-02-03,Corn_BMF,10.240923608051698,10.559855278750309,2021,2,34,1,0.3189316706986105,3.1142862002003175
2021-02-04,Corn_BMF,10.61627485790361,10.974591691719418,2021,2,35,1,0.3583168338158078,3.37516538156553
2021-02-05,Corn_BMF,11.132063786454186,11.454750423391783,2021,2,36,1,0.3226866369375969,2.898713510160185
2021-02-06,Corn_BMF,11.482149377813245,12.025502050372872,2021,2,37,1,0.5433526725596263,4.73215122605474
2021-02-07,Corn_BMF,11.733648925856398,12.321188439811422,2021,2,38,1,0.5875395139550239,5.007304357473278
2021-02-08,Corn_BMF,12.257017908420696,12.75016495470614,2021,2,39,1,0.4931470462854435,4.023385214658505
2021-02-09,Corn_BMF,12.605962811068347,13.001232014507515,2021,2,40,1,0.3952692034391685,3.1355732946642707
2021-02-10,Corn_BMF,12.864905266475926,13.583992109918539,2021,2,41,1,0.7190868434426125,5.589523036103875
2021-02-11,Corn_BMF,13.68054778969959,14.125109485141353,2021,2,42,1,0.44456169544176305,3.249589872245351
2021-02-12,Corn_BMF,14.718473793526623,14.988994587795288,2021,2,43,1,0.2705207942686645,1.837967700072565
2021-02-13,Corn_BMF,15.749872114200352,16.452062681622156,2021,2,44,1,0.7021905674218036,4.458389009957082
2021-02-14,Corn_BMF,17.23393939963498,17.732900777862486,2021,2,45,1,0.49896137822750575,2.895225326358487
2021-02-15,Corn_BMF,18.45795177452384,19.378746779847575,2021,2,46,1,0.9207950053237361,4.988608793499191
2021-02-16,Corn_BMF,19.83199658513066,20.549689233546967,2021,2,47,1,0.7176926484163069,3.618862303326574
2021-02-17,Corn_BMF,20.809612533707046,21.767627421227264,2021,2,48,1,0.9580148875202177,4.603713240544205
2021-02-18,Corn_BMF,22.104525866276244,23.298501907546868,2021,2,49,1,1.1939760412706235,5.401500346552162
2021-02-19,Corn_BMF,24.609682165023624,25.296573127217698,2021,2,50,1,0.6868909621940738,2.7911411353792848
2021-02-20,Corn_BMF,26.68470805060016,27.601077701495583,2021,2,51,1,0.9163696508954224,3.434062869107584
2021-02-21,Corn_BMF,29.110607771299797,30.253003772994255,2021,2,52,1,1.1423960016944577,3.9243289273429323
2021-02-22,Corn_BMF,31.47624405354406,33.21925722131356,2021,2,53,1,1.7430131677695009,5.537551319034352
2021-02-23,Corn_BMF,33.67009498579009,34.79522069872112,2021,2,54,1,1.1251257129310304,3.3416172820595587
2021-02-24,Corn_BMF,34.481126472166814,35.65537995977161,2021,2,55,1,1.174253487604794,3.405496304051007
2021-02-25,Corn_BMF,38.38546473888818,40.104419810476,2021,2,56,1,1.7189550715878212,4.478140575555814
2021-02-26,Corn_BMF,42.186528771285346,43.630477159688745,2021,2,57,1,1.443948388403399,3.4227712742894267
2021-02-27,Corn_BMF,45.563984381254535,47.456040625965564,2021,2,58,1,1.8920562447110285,4.15252588289763
2021-02-28,Corn_BMF,48.11131246124943,49.28929994314423,2021,2,59,1,1.177987481894796,2.448462579031884
2021-03-01,Corn_BMF,53.131700575183096,56.433479753016215,2021,3,60,1,3.3017791778331187,6.214329942556597
2021-03-02,Corn_BMF,56.08363956203618,57.571140757446614,2021,3,61,1,1.487501195410431,2.6522907696905995
2021-03-03,Corn_BMF,61.74821332775866,64.0194653148213,2021,3,62,1,2.271251987062641,3.6782472960097916
2021-03-04,Corn_BMF,65.78153128636423,68.3914260150642,2021,3,63,1,2.6098947286999703,3.967518964157911
2021-03-05,Corn_BMF,71.9249488614969,76.17764677847282,2021,3,64,1,4.252697916975919,5.912688134356793
2021-03-06,Corn_BMF,80.82500137286252,82.98719480714982,2021,3,65,1,2.1621934342873033,2.675154219067261
2021-03-07,Corn_BMF,88.09505100548746,93.36639821565493,2021,3,66,1,5.2713472101674625,5.983704135478744
2021-03-08,Corn_BMF,97.03986427219198,101.65622220257755,2021,3,67,1,4.6163579303855755,4.757176821102018
2021-03-09,Corn_BMF,110.75510249148601,115.64726094519762,2021,3,68,1,4.892158453711602,4.417095324423245
2021-03-10,Corn_BMF,121.7114776713195,125.38152456805314,2021,3,69,1,3.6700468967336377,3.01536631298205
2021-03-11,Corn_BMF,129.20108705581174,135.10705123138146,2021,3,70,1,5.905964175569721,4.57114124203807
2021-03-12,Corn_BMF,143.2245356614523,147.91730673237691,2021,3,71,1,4.692771070924607,3.2765133775801987
2021-03-13,Corn_BMF,154.7922775533621,162.94466245820837,2021,3,72,1,8.152384904846258,5.266661253198408
2021-03-14,Corn_BMF,175.9783230022199,181.30859724817358,2021,3,73,1,5.330274245953689,3.0289379708922723
2021-03-15,Corn_BMF,190.1771853970969,197.5690711731865,2021,3,74,1,7.391885776089595,3.8868415055439307
2021-03-16,Corn_BMF,205.67497698422653,212.7599182676249,2021,3,75,1,7.084941283398365,3.4447269119868276
2021-03-17,Corn_BMF,227.54027759322577,234.39487620695158,2021,3,76,1,6.854598613725813,3.0124770375730106
2021-03-18,Corn_BMF,250.46990323273317,262.34548239009683,2021,3,77,1,11.87557915736366,4.741319816907916
2021-03-19,Corn_BMF,278.4621281454634,291.09166309465985,2021,3,78,1,12.629534949196454,4.5354587474096375
2021-03-20,Corn_BMF,300.82864768490964,316.4988426240326,2021,3,79,1,15.67019493912295,5.209010198901017
2021-03-21,Corn_BMF,336.09157289675505,343.55322556585065,2021,3,80,1,7.461652669095599,2.220124891791847
2021-03-22,Corn_BMF,351.99083864424847,369.81625556979503,2021,3,81,1,17.825416925546563,5.064170702341042
2021-03-23,Corn_BMF,379.5724089347621,404.2652980568454,2021,3,82,1,24.692889122083272,6.505448905356894
2021-03-24,Corn_BMF,422.1381252809935,437.11710106538305,2021,3,83,1,14.978975784389547,3.54835891082306
2021-03-25,Corn_BMF,439.9961286067115,465.9345542756033,2021,3,84,1,25.938425668891796,5.895148612108979
2021-03-26,Corn_BMF,487.593551819628,505.81413649896285,2021,3,85,1,18.220584679334877,3.736838727940169
2021-03-27,Corn_BMF,537.9354211447726,552.0701598889813,2021,3,86,1,14.134738744208676,2.6275902624387037
2021-03-28,Corn_BMF,578.302316561532,599.6669297293912,2021,3,87,1,21.364613167859147,3.6943675575931962
2021-03-29,Corn_BMF,641.2521818065765,673.6238998913403,2021,3,88,1,32.37171808476387,5.048203967675277
2021-03-30,Corn_BMF,690.6203816848046,712.4565793307264,2021,3,89,1,21.836197645921857,3.1618235176684633
2021-03-31,Corn_BMF,771.6249814749839,797.8576176676373,2021,3,90,1,26.232636192653445,3.3996613409935215
2021-04-01,Corn_BMF,853.5792086666879,892.7887062026484,2021,4,91,2,39.20949753596051,4.593539432293194
2021-04-02,Corn_BMF,959.8517377024659,998.2751797942555,2021,4,92,2,38.423442091789525,4.00306011673857
2021-04-03,Corn_BMF,1112.415318695704,1163.4153667236058,2021,4,93,2,51.00004802790181,4.584622952486744
2021-04-04,Corn_BMF,1231.2148624185577,1283.3916495683384,2021,4,94,2,52.176787149780694,4.237829540758332
